,CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
15008,144 CBD LIMITED,12134498,,,MILLENNIUM HOUSE,30 JUNTION ROAD,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S11 8XB,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,01/08/2019,31.0,8.0,31/05/2023,31/08/2021,DORMANT,29/08/2020,,0,0,0,0,"46170 - Agents involved in the sale of food, beverages and tobacco",,,,0,0,http://business.data.gov.uk/id/company/12134498,,,,,,,,,,,,,,,,,,,,,14/08/2022,31/07/2021
15939,15 POPPY PLACE RTM COMPANY LIMITED,12875796,,,15 POPPY PLACE FLAT 6,,SHEFFIELD,,ENGLAND,S5 6DF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,13/09/2020,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,11/10/2021,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/12875796,,,,,,,,,,,,,,,,,,,,,21/03/2025,07/03/2024
18519,1607 CAPITAL PARTNERS LIMITED,10980587,,,C/O IRWIN MITCHELL LLP RIVERSIDE EAST,2 MILLSANDS,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S3 8DT,Private Limited Company,Active,United Kingdom,,25/09/2017,30.0,9.0,30/06/2025,30/09/2023,FULL,23/10/2018,,0,0,0,0,64999 - Financial intermediation not elsewhere classified,,,,0,0,http://business.data.gov.uk/id/company/10980587,,,,,,,,,,,,,,,,,,,,,08/10/2025,24/09/2024
18776,165 WEST STREET LIMITED,06819170,PRIMESITE UK LIMITED,,OMEGA COURT,360 CEMETERY ROAD,SHEFFIELD,,ENGLAND,S11 8FT,Private Limited Company,Active,United Kingdom,,13/02/2009,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,13/03/2017,13/02/2016,1,1,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/06819170,19/03/2012,ACORN BUSINESS CENTRES (SHEFFIELD) LIMITED,,,,,,,,,,,,,,,,,,,27/02/2025,13/02/2024
19017,16K MEDIA LIMITED,13749089,,,LYDGATE HOUSE,LYDGATE LANE,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S10 5FH,Private Limited Company,Active,United Kingdom,,17/11/2021,30.0,11.0,31/08/2025,30/11/2023,MICRO ENTITY,15/12/2022,,0,0,0,0,58210 - Publishing of computer games,,,,0,0,http://business.data.gov.uk/id/company/13749089,,,,,,,,,,,,,,,,,,,,,30/11/2025,16/11/2024
20170,1796 HOLDINGS LIMITED,12026896,,,"THE CHURCH STUDIO, 400",SPRINGVALE ROAD,SHEFFIELD,,ENGLAND,S10 1LP,Private Limited Company,Active,United Kingdom,,31/05/2019,31.0,5.0,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,28/06/2020,,0,0,0,0,41100 - Development of building projects,68209 - Other letting and operating of own or leased real estate,70229 - Management consultancy activities other than financial management,,0,0,http://business.data.gov.uk/id/company/12026896,10/04/2024,ENVOX LIMITED,,,,,,,,,,,,,,,,,,,19/04/2025,05/04/2024
20172,1796 PROJECTS LIMITED,15848937,,,THE CHURCH STUDIO,400 SPRINGVALE ROAD,SHEFFIELD,,ENGLAND,S10 1LP,Private Limited Company,Active,United Kingdom,,19/07/2024,31.0,7.0,19/04/2026,,NO ACCOUNTS FILED,16/08/2025,,0,0,0,0,41201 - Construction of commercial buildings,41202 - Construction of domestic buildings,,,0,0,http://business.data.gov.uk/id/company/15848937,,,,,,,,,,,,,,,,,,,,,01/08/2025,
20173,1796 PROPERTIES LIMITED,15848595,,,THE CHURCH STUDIO,400 SPRINGVALE ROAD,SHEFFIELD,,ENGLAND,S10 1LP,Private Limited Company,Active,United Kingdom,,19/07/2024,31.0,7.0,19/04/2026,,NO ACCOUNTS FILED,16/08/2025,,0,0,0,0,68100 - Buying and selling of own real estate,,,,0,0,http://business.data.gov.uk/id/company/15848595,,,,,,,,,,,,,,,,,,,,,01/08/2025,
21020,180 DEGREES CONSULTING SHEFFIELD CIC,15874544,,,APARTMENT 401 NICKEL PLACE,82 UPPER ALLEN STREET,SHEFFIELD,,ENGLAND,S3 7NU,Community Interest Company,Active,United Kingdom,,03/08/2024,31.0,8.0,03/05/2026,,NO ACCOUNTS FILED,31/08/2025,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/15874544,,,,,,,,,,,,,,,,,,,,,16/08/2025,
21454,1867 AUTOS LIMITED,15635211,,,27 BEECHWOOD ROAD,,SHEFFIELD,,ENGLAND,S6 4LN,Private Limited Company,Active,United Kingdom,,10/04/2024,30.0,4.0,10/01/2026,,NO ACCOUNTS FILED,08/05/2025,,0,0,0,0,45200 - Maintenance and repair of motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/15635211,,,,,,,,,,,,,,,,,,,,,23/04/2025,
21611,1889 AESTHETICS STUDIO LTD,15793699,,,25 SEAGRAVE ROAD,,SHEFFIELD,,ENGLAND,S12 2JS,Private Limited Company,Active,United Kingdom,,21/06/2024,30.0,6.0,21/03/2026,,NO ACCOUNTS FILED,19/07/2025,,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/15793699,,,,,,,,,,,,,,,,,,,,,04/07/2025,
21694,18BUILD LIMITED,13869149,,,42 THRUSH STREET,WALKLEY,SHEFFIELD,,UNITED KINGDOM,S6 5BQ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,24/01/2022,31.0,1.0,31/10/2025,31/01/2024,MICRO ENTITY,21/02/2023,,0,0,0,0,43390 - Other building completion and finishing,,,,0,0,http://business.data.gov.uk/id/company/13869149,,,,,,,,,,,,,,,,,,,,,06/02/2025,23/01/2024
22037,19 HUNTER RD MANAGEMENT LTD,13430693,,,APARTMENT 3 MOWBRAY HOUSE,19 HUNTER ROAD,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S6 4LE,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,01/06/2021,30.0,6.0,31/03/2025,30/06/2023,DORMANT,29/06/2022,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/13430693,,,,,,,,,,,,,,,,,,,,,14/06/2025,31/05/2024
22861,197 COPPERMILL LANE MANAGEMENT COMPANY LIMITED,13779172,,,THE OLD WORKSHOP,1 ECCLESALL ROAD SOUTH,SHEFFIELD,,ENGLAND,S11 9PA,Private Limited Company,Active,United Kingdom,,03/12/2021,31.0,12.0,30/09/2025,31/12/2023,MICRO ENTITY,31/12/2022,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/13779172,,,,,,,,,,,,,,,,,,,,,16/12/2024,02/12/2023
22888,1972AF CONSULTING LTD,13012858,,,QUEEN STREET CHAMBERS,68 QUEEN STREET,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S1 1WR,Private Limited Company,Active,United Kingdom,,12/11/2020,26.0,11.0,25/02/2025,30/11/2022,TOTAL EXEMPTION FULL,10/12/2021,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/13012858,,,,,,,,,,,,,,,,,,,,,25/11/2025,11/11/2024
23654,1GCC INVESTMENTS LIMITED,07658300,,,C/O THE MILLHOUSES ACCOUNTANCY 2-4 ABBEYDALE RD SOUTH,MILLHOUSES,SHEFFIELD,,ENGLAND,S7 2QN,Private Limited Company,Active,United Kingdom,,06/06/2011,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,04/07/2017,06/06/2016,3,3,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/07658300,,,,,,,,,,,,,,,,,,,,,26/10/2025,12/10/2024
23655,1GCC LIMITED,04414880,,,C/O THE MILLHOUSES ACCOUNTANCY,2-4 ABBEYDALE ROAD SOUTH,SHEFFIELD,,ENGLAND,S7 2QN,Private Limited Company,Active,United Kingdom,,11/04/2002,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,09/05/2017,11/04/2016,0,0,0,0,41100 - Development of building projects,62090 - Other information technology service activities,,,0,0,http://business.data.gov.uk/id/company/04414880,,,,,,,,,,,,,,,,,,,,,25/04/2025,11/04/2024
23898,1NE LINKAGE ENTERTAINMENT LTD,15785926,,,105 NORGREAVE WAY,HALFWAY,SHEFFIELD,,ENGLAND,S20 4TL,Private Limited Company,Active,United Kingdom,,18/06/2024,30.0,6.0,18/03/2026,,NO ACCOUNTS FILED,16/07/2025,,0,0,0,0,59200 - Sound recording and music publishing activities,77291 - Renting and leasing of media entertainment equipment,,,0,0,http://business.data.gov.uk/id/company/15785926,,,,,,,,,,,,,,,,,,,,,01/07/2025,
23914,1NFINITY FITNESS LIMITED,14573443,,,51 ATTERCLIFFE COMMON,,SHEFFIELD,,UNITED KINGDOM,S9 2AE,Private Limited Company,Active,United Kingdom,,05/01/2023,31.0,8.0,31/05/2025,31/08/2023,DORMANT,02/02/2024,,0,0,0,0,93130 - Fitness facilities,,,,0,0,http://business.data.gov.uk/id/company/14573443,,,,,,,,,,,,,,,,,,,,,18/01/2025,04/01/2024
23915,1NFINITY LIMITED,14573791,,,51 ATTERCLIFFE COMMON,,SHEFFIELD,,UNITED KINGDOM,S9 2AE,Private Limited Company,Active,United Kingdom,,05/01/2023,31.0,8.0,31/05/2025,31/08/2023,DORMANT,02/02/2024,,0,0,0,0,93130 - Fitness facilities,,,,0,0,http://business.data.gov.uk/id/company/14573791,,,,,,,,,,,,,,,,,,,,,18/01/2025,04/01/2024
23964,1OF1AUTOMOTIVE LTD,15797491,,,417 PETRE STREET,,SHEFFIELD,,UNITED KINGDOM,S4 8LL,Private Limited Company,Active,United Kingdom,,23/06/2024,30.0,6.0,23/03/2026,,NO ACCOUNTS FILED,21/07/2025,,0,0,0,0,53201 - Licensed carriers,,,,0,0,http://business.data.gov.uk/id/company/15797491,,,,,,,,,,,,,,,,,,,,,06/07/2025,
24248,1ST AGENCY UK LTD,14662414,,,6 CAR VALE VIEW,,SHEFFIELD,SOUTH YORKSHIRE,UNITED KINGDOM,S13 8ES,Private Limited Company,Active,United Kingdom,,14/02/2023,28.0,2.0,30/11/2025,28/02/2024,DORMANT,13/03/2024,,0,0,0,0,85590 - Other education n.e.c.,85600 - Educational support services,86210 - General medical practice activities,86900 - Other human health activities,0,0,http://business.data.gov.uk/id/company/14662414,,,,,,,,,,,,,,,,,,,,,27/02/2025,13/02/2024
24370,1ST CALL CAR SECURITY LTD,08927104,,,1 ASHURST CLOSE,STANNINGTON,SHEFFIELD,,UNITED KINGDOM,S6 5LJ,Private Limited Company,Active,United Kingdom,,06/03/2014,31.0,3.0,31/12/2024,31/03/2023,TOTAL EXEMPTION FULL,03/04/2017,06/03/2016,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/08927104,,,,,,,,,,,,,,,,,,,,,20/03/2025,06/03/2024
24378,1ST CALL COMMUNICATIONS LIMITED,08112181,,,427-431 LONDON ROAD,,SHEFFIELD,,ENGLAND,S2 4HJ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,20/06/2012,30.0,6.0,31/03/2025,30/06/2023,DORMANT,18/07/2017,20/06/2016,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/08112181,25/07/2012,IAN CANNISTER QUALITY BUTCHER LIMITED,,,,,,,,,,,,,,,,,,,04/07/2024,20/06/2023
24400,1ST CALL GAS SERVICES LIMITED,05286559,,,1ST FLOOR 3 WESTBROOK COURT,SHARROW VALE ROAD,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S11 8YZ,Private Limited Company,Active,United Kingdom,,15/11/2004,30.0,4.0,31/01/2025,30/04/2023,TOTAL EXEMPTION FULL,13/12/2016,15/11/2015,1,1,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/05286559,,,,,,,,,,,,,,,,,,,,,29/11/2024,15/11/2023
24443,1ST CALL PROPERTY RENTALS LIMITED,11536330,,,1ST FLOOR 3 WESTBROOK COURT,SHARROW VALE ROAD,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S11 8YZ,Private Limited Company,Active,United Kingdom,,24/08/2018,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,21/09/2019,,25,25,0,0,68100 - Buying and selling of own real estate,68209 - Other letting and operating of own or leased real estate,,,0,0,http://business.data.gov.uk/id/company/11536330,,,,,,,,,,,,,,,,,,,,,09/12/2024,25/11/2023
24486,1ST CALLCOM LIMITED,03929440,,,STROWGER HOUSE,RAVENSHORN WAY RENISHAW,SHEFFIELD,DERBYSHIRE,,S21 3WY,Private Limited Company,Active,United Kingdom,,21/02/2000,30.0,9.0,30/06/2025,30/09/2023,UNAUDITED ABRIDGED,21/03/2017,21/02/2016,3,2,0,1,61100 - Wired telecommunications activities,,,,0,0,http://business.data.gov.uk/id/company/03929440,,,,,,,,,,,,,,,,,,,,,07/03/2025,21/02/2024
24663,1ST CHOICE HIRE VAN & CAR LTD,10595837,,,65 ATTERCLIFFE COMMON,,SHEFFIELD,,UNITED KINGDOM,S9 2AE,Private Limited Company,Active,United Kingdom,,01/02/2017,28.0,2.0,30/11/2025,29/02/2024,TOTAL EXEMPTION FULL,01/03/2018,,0,0,0,0,77110 - Renting and leasing of cars and light motor vehicles,,,,0,0,http://business.data.gov.uk/id/company/10595837,,,,,,,,,,,,,,,,,,,,,06/06/2025,23/05/2024
24758,1ST CHOICE SECURITY SOLUTIONS LTD,13847553,,,62A HIGH STREET,BEIGHTON,SHEFFIELD,,ENGLAND,S20 1ED,Private Limited Company,Active,United Kingdom,,13/01/2022,31.0,1.0,31/10/2025,31/01/2024,MICRO ENTITY,10/02/2023,,0,0,0,0,43290 - Other construction installation,,,,0,0,http://business.data.gov.uk/id/company/13847553,,,,,,,,,,,,,,,,,,,,,26/01/2025,12/01/2024
24838,1ST CLAS CEILING AND PARTITION SPECIALISTS LIMITED,08584861,,,16-20 PRINCESS STREET,,SHEFFIELD,,UNITED KINGDOM,S4 7UW,Private Limited Company,Active,United Kingdom,,26/06/2013,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,24/07/2017,26/06/2016,0,0,0,0,41201 - Construction of commercial buildings,,,,0,0,http://business.data.gov.uk/id/company/08584861,,,,,,,,,,,,,,,,,,,,,12/07/2025,28/06/2024
24857,1ST CLASS CARS (SOUTH EAST) LIMITED,03859900,,,SUITE 4,164-170 QUEENS ROAD,SHEFFIELD,,ENGLAND,S2 4DH,Private Limited Company,Active,United Kingdom,,15/10/1999,31.0,10.0,31/07/2025,31/10/2023,TOTAL EXEMPTION FULL,12/11/2016,15/10/2015,1,1,0,0,49320 - Taxi operation,,,,0,0,http://business.data.gov.uk/id/company/03859900,,,,,,,,,,,,,,,,,,,,,25/07/2025,11/07/2024
24892,1ST CLASS EVENTS LIMITED,04006745,,,SUITE 4,164-170 QUEENS ROAD,SHEFFIELD,,ENGLAND,S2 4DH,Private Limited Company,Active,United Kingdom,,02/06/2000,31.0,5.0,28/02/2025,31/05/2023,TOTAL EXEMPTION FULL,30/06/2017,02/06/2016,1,1,0,0,49390 - Other passenger land transport,79909 - Other reservation service activities n.e.c.,,,0,0,http://business.data.gov.uk/id/company/04006745,,,,,,,,,,,,,,,,,,,,,01/08/2025,18/07/2024
24975,1ST CLASS ROOFING & BUILDING LTD,08297061,HOLDSWORTH C.C.A.,,"OMEGA COURT, 350",CEMETERY ROAD,SHEFFIELD,,ENGLAND,S11 8FT,Private Limited Company,Active,United Kingdom,,16/11/2012,31.0,3.0,31/12/2024,31/03/2023,MICRO ENTITY,14/12/2016,16/11/2015,0,0,0,0,41202 - Construction of domestic buildings,,,,0,0,http://business.data.gov.uk/id/company/08297061,,,,,,,,,,,,,,,,,,,,,30/11/2025,16/11/2024
24988,1ST CLASS SOLUTIONS LIMITED,12394456,,,WRIGHTS ACCOUNTANTS REGUS THE BALANCE,"7TH FLOOR, PINFOLD STREET",SHEFFIELD,,UNITED KINGDOM,S1 2GU,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,09/01/2020,31.0,1.0,31/10/2022,31/01/2021,MICRO ENTITY,06/02/2021,,0,0,0,0,43290 - Other construction installation,43310 - Plastering,43390 - Other building completion and finishing,43999 - Other specialised construction activities n.e.c.,0,0,http://business.data.gov.uk/id/company/12394456,,,,,,,,,,,,,,,,,,,,,27/07/2023,13/07/2022
25000,1ST CLASS TILING LTD,14381980,,,30 BRIARFIELD CRESCENT,,SHEFFIELD,SOUTH YORKSHIRE,ENGLAND,S12 3LB,Private Limited Company,Active,United Kingdom,,28/09/2022,28.0,3.0,28/12/2025,28/03/2024,MICRO ENTITY,26/10/2023,,0,0,0,0,43290 - Other construction installation,,,,0,0,http://business.data.gov.uk/id/company/14381980,,,,,,,,,,,,,,,,,,,,,11/10/2025,27/09/2024
25009,1ST CLASS TRANSPORT (UK) LIMITED,07002846,,,72 PRINCESS STREET,,SHEFFIELD,,ENGLAND,S4 7UW,Private Limited Company,Active,United Kingdom,,27/08/2009,29.0,8.0,29/05/2025,29/08/2023,TOTAL EXEMPTION FULL,24/09/2016,27/08/2015,1,1,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/07002846,,,,,,,,,,,,,,,,,,,,,11/10/2025,27/09/2024
25220,1ST FIELD PROPERTIES AND MANAGEMENT LIMITED,04636961,,,81 WALES ROAD,KIVETON PARK,SHEFFIELD,,ENGLAND,S26 6RA,Private Limited Company,Active,United Kingdom,,14/01/2003,31.0,3.0,31/12/2025,31/03/2024,TOTAL EXEMPTION FULL,11/02/2017,14/01/2016,4,1,0,3,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/04636961,,,,,,,,,,,,,,,,,,,,,28/01/2025,14/01/2024
25832,1ST STEPS QUALITY & TRAINING LIMITED,12379835,,,DINNINGTON BUSINESS CENTRE,OUTGANG LANE,SHEFFIELD,YORKSHIRE,ENGLAND,S25 3QZ,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,30/12/2019,31.0,12.0,30/09/2021,,NO ACCOUNTS FILED,27/01/2021,,0,0,0,0,85600 - Educational support services,,,,0,0,http://business.data.gov.uk/id/company/12379835,,,,,,,,,,,,,,,,,,,,,30/12/2022,16/12/2021
26256,1UP HOMES LTD,15377118,,,6 RIVER TERRACE,,SHEFFIELD,,ENGLAND,S6 2PD,Private Limited Company,Active,United Kingdom,,30/12/2023,31.0,12.0,30/09/2025,,NO ACCOUNTS FILED,27/01/2025,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/15377118,,,,,,,,,,,,,,,,,,,,,12/01/2025,
26547,2 BROTHERS COATINGS LTD,07334815,,,UNIT 26B LION WORKS 40,BALL STREET,SHEFFIELD,SOUTH YORKSHIRE,,S3 8DB,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,03/08/2010,31.0,8.0,31/05/2023,31/08/2021,MICRO ENTITY,31/08/2016,03/08/2015,0,0,0,0,25610 - Treatment and coating of metals,,,,0,0,http://business.data.gov.uk/id/company/07334815,,,,,,,,,,,,,,,,,,,,,17/08/2022,03/08/2021
26773,2 CUSTODIANS LIMITED,08359428,,,15 SOUTH STREET,PARK HILL,SHEFFIELD,,ENGLAND,S2 5QX,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,14/01/2013,30.0,10.0,30/07/2025,30/10/2023,DORMANT,11/02/2017,14/01/2016,0,0,0,0,62012 - Business and domestic software development,62090 - Other information technology service activities,63120 - Web portals,,0,0,http://business.data.gov.uk/id/company/08359428,,,,,,,,,,,,,,,,,,,,,30/01/2025,16/01/2024
26890,2 FACED AESTHETICS LIMITED,07359885,,,OSBORN WORKS UNIT 4A,RUTLAND WAY,SHEFFIELD,,UNITED KINGDOM,S3 8DG,Private Limited Company,Active,United Kingdom,,27/08/2010,30.0,6.0,31/03/2025,30/06/2023,MICRO ENTITY,24/09/2016,27/08/2015,0,0,0,0,96020 - Hairdressing and other beauty treatment,,,,0,0,http://business.data.gov.uk/id/company/07359885,,,,,,,,,,,,,,,,,,,,,18/01/2025,04/01/2024
26900,2 FATHERS CATERING LTD,15872861,,,17 RAVENSCROFT CRESCENT,,SHEFFIELD,,ENGLAND,S13 8PP,Private Limited Company,Active,United Kingdom,,02/08/2024,31.0,8.0,02/05/2026,,NO ACCOUNTS FILED,30/08/2025,,0,0,0,0,56101 - Licensed restaurants,,,,0,0,http://business.data.gov.uk/id/company/15872861,,,,,,,,,,,,,,,,,,,,,15/08/2025,
27352,2 PENRHYN ROAD FLATS MANAGEMENT COMPANY LTD,12286084,,,2B PENRHYN ROAD,,SHEFFIELD,,ENGLAND,S11 8UL,Private Limited Company,Active,United Kingdom,,28/10/2019,31.0,10.0,31/07/2025,31/10/2023,DORMANT,25/11/2020,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/12286084,,,,,,,,,,,,,,,,,,,,,28/10/2025,14/10/2024
27633,2 THE MEADOWS LIMITED,13326144,,,41 BERTRAM ROAD,OUGHTIBRIDGE,SHEFFIELD,,ENGLAND,S35 0FF,Private Limited Company,Active,United Kingdom,,09/04/2021,30.0,4.0,31/01/2025,30/04/2023,MICRO ENTITY,07/05/2022,,0,0,0,0,55209 - Other holiday and other collective accommodation,,,,0,0,http://business.data.gov.uk/id/company/13326144,,,,,,,,,,,,,,,,,,,,,22/04/2025,08/04/2024
28025,20 ALFRED STREET MANAGEMENT CO LTD,14624437,,,C/O KNIGHTS PROFESSIONAL SERVICES LIMITED 1 ST PAULS PLACE,121 NORFOLK STREET,SHEFFIELD,,ENGLAND,S1 2JF,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,30/01/2023,31.0,1.0,31/10/2025,31/01/2024,DORMANT,27/02/2024,,0,0,0,0,98000 - Residents property management,,,,0,0,http://business.data.gov.uk/id/company/14624437,,,,,,,,,,,,,,,,,,,,,26/02/2025,12/02/2024
28760,200 CONSULTANCY GROUP LTD,13441904,,,UNIT 4A,RUTLAND WAY,SHEFFIELD,,ENGLAND,S3 8DG,Private Limited Company,Active,United Kingdom,,07/06/2021,31.0,3.0,31/12/2025,31/03/2024,MICRO ENTITY,05/07/2022,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/13441904,,,,,,,,,,,,,,,,,,,,,20/06/2025,06/06/2024
28942,202 MUSIC LIMITED,06574746,,,UNIT 4A,RUTLAND WAY,SHEFFIELD,,ENGLAND,S3 8DG,Private Limited Company,Active,United Kingdom,,23/04/2008,30.0,11.0,31/08/2025,30/11/2023,MICRO ENTITY,21/05/2017,23/04/2016,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/06574746,,,,,,,,,,,,,,,,,,,,,07/05/2025,23/04/2024
28964,2020 AD LIMITED,04117268,,,THE HART SHAW BUILDING EUROPA LINK,SHEFFIELD BUSINESS PARK,SHEFFIELD,,,S9 1XU,Private Limited Company,Active,United Kingdom,,30/11/2000,30.0,11.0,31/08/2025,30/11/2023,MICRO ENTITY,28/12/2016,30/11/2015,1,1,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/04117268,,,,,,,,,,,,,,,,,,,,,14/12/2024,30/11/2023
29134,2020 WHISKEY & WINE LTD,12381799,,,760 ECCLESALL ROAD,,SHEFFIELD,,ENGLAND,S11 8TB,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,31/12/2019,31.0,12.0,30/09/2023,31/12/2021,MICRO ENTITY,28/01/2021,,0,0,0,0,"47990 - Other retail sale not in stores, stalls or markets",,,,0,0,http://business.data.gov.uk/id/company/12381799,,,,,,,,,,,,,,,,,,,,,10/10/2024,26/09/2023
29231,203 BURGERS LTD,14457234,,,203 CROOKES,,SHEFFIELD,,ENGLAND,S10 1TE,Private Limited Company,Active,United Kingdom,,02/11/2022,30.0,11.0,31/08/2025,30/11/2023,MICRO ENTITY,30/11/2023,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/14457234,,,,,,,,,,,,,,,,,,,,,15/11/2025,01/11/2024
29882,21 GUN REFRIGERATION LTD,13011923,,,UNIT E2 BAILEY DRIVE,KILLAMARSH,SHEFFIELD,,ENGLAND,S21 2JF,Private Limited Company,Active,United Kingdom,,11/11/2020,30.0,11.0,31/08/2025,30/11/2023,TOTAL EXEMPTION FULL,09/12/2021,,0,0,0,0,33120 - Repair of machinery,"43220 - Plumbing, heat and air-conditioning installation",,,0,0,http://business.data.gov.uk/id/company/13011923,,,,,,,,,,,,,,,,,,,,,13/11/2025,30/10/2024
30458,2131 LTD.,09344885,,,15 PATERNOSTER ROW,,SHEFFIELD,,ENGLAND,S1 2BX,Private Limited Company,Active,United Kingdom,,08/12/2014,31.0,12.0,30/09/2025,31/12/2023,TOTAL EXEMPTION FULL,05/01/2017,08/12/2015,0,0,0,0,71111 - Architectural activities,,,,0,0,http://business.data.gov.uk/id/company/09344885,22/12/2017,FOSTER'S KITCHENS LTD,06/01/2015,RICHARD FOSTER KITCHENS LTD,,,,,,,,,,,,,,,,,19/12/2024,05/12/2023
30594,21856MPG LTD,14483534,,,83 DYKEWOOD DRIVE,,SHEFFIELD,,ENGLAND,S6 4DD,Private Limited Company,Active,United Kingdom,,14/11/2022,28.0,2.0,14/02/2025,,NO ACCOUNTS FILED,12/12/2023,,0,0,0,0,43210 - Electrical installation,,,,0,0,http://business.data.gov.uk/id/company/14483534,,,,,,,,,,,,,,,,,,,,,27/11/2024,13/11/2023
30775,21ST CENTURY CARE SERVICES LTD,13656798,,,2 LEYBURN GROVE,CHAPELTOWN,SHEFFIELD,,ENGLAND,S35 2ES,Private Limited Company,Active,United Kingdom,,01/10/2021,31.0,10.0,31/07/2025,31/10/2023,DORMANT,29/10/2022,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/13656798,,,,,,,,,,,,,,,,,,,,,14/10/2025,30/09/2024
