set,date,month,day,hour,day_julian,temp,airpres,ws_10m,wd_10m,ws_24m,wd_24m,hum,value,density,date_unix,weekday
training,2023-02-01T00:00:00Z,2,1,2,32,7.15,1006.85,4.902,261.600098,8.059998,256.5,72.9,12.74,18.875,1675209600,3
training,2023-02-01T00:00:00Z,2,1,14,32,9,1008.3,3.664001,264.799805,7.368004,260.5,76.5,11.305,160.125,1675209600,3
training,2023-02-01T00:00:00Z,2,1,16,32,8.8,1008.8499999999999,3.817001,264.100098,6.515999,266.899902,78.5,14.629999999999999,184.75,1675209600,3
training,2023-02-01T00:00:00Z,2,1,15,32,9,1008.55,4.973999,268,7.271004,264.200195,77.1,15.74,156.5,1675209600,3
training,2023-02-01T00:00:00Z,2,1,12,32,9.2,1008.45,3.131001,282.200195,6.179001,268.600098,74.69999999999999,13.105,136.875,1675209600,3
training,2023-02-01T00:00:00Z,2,1,4,32,7.05,1005.25,5.294998,268,8.300003,261.5,73.65,14.215,65.75,1675209600,3
training,2023-02-01T00:00:00Z,2,1,17,32,8.8,1008.8,4.331001,259.200195,6.805,255.300049,77.45,16.115000000000002,190.5,1675209600,3
training,2023-02-01T00:00:00Z,2,1,8,32,7.8,1006.2,5.033997,270.100098,8.520004,261.299805,74.75,11.455,257.25,1675209600,3
training,2023-02-01T00:00:00Z,2,1,20,32,8.95,1009.25,4.336998,264.899902,7.764999,264.899902,77.55000000000001,8.205,88.625,1675209600,3
training,2023-02-01T00:00:00Z,2,1,9,32,8.15,1006.45,4.037003,272.200195,6.892998,262.700195,75.1,16.14,154,1675209600,3
training,2023-02-01T00:00:00Z,2,1,1,32,7.55,1006.85,5.291,267,8.570007,263.299805,71.15,15.405000000000001,95,1675209600,3
training,2023-02-01T00:00:00Z,2,1,22,32,8.850000000000001,1009.5999999999999,3.595001,278.399902,5.306999,276.799805,78.3,14.345,58,1675209600,3
training,2023-02-01T00:00:00Z,2,1,23,32,8.8,1009.4,3.595001,263.200195,5.940002,254.800049,79.5,14.690000000000001,35.875,1675209600,3
training,2023-02-01T00:00:00Z,2,1,0,32,7.4,1007.6,4.766998,273.100098,9.729996,262.200195,71.6,12.370000000000001,29.875,1675209600,3
training,2023-02-01T00:00:00Z,2,1,19,32,8.850000000000001,1008.8,3.993,269.700195,6.038002,265.399902,77.5,13.935,113.375,1675209600,3
training,2023-02-01T00:00:00Z,2,1,13,32,9.149999999999999,1008.45,4.706001,256.700195,6.413002,260.5,76.15,13.615,173.5,1675209600,3
training,2023-02-01T00:00:00Z,2,1,11,32,9.05,1008.2,3.179001,271.799805,5.959999,266.799805,74.55000000000001,16.5,198.625,1675209600,3
training,2023-02-01T00:00:00Z,2,1,7,32,7.65,1006,5.979004,266.600098,9.990005,266.200195,73.69999999999999,14.795,141.75,1675209600,3
training,2023-02-01T00:00:00Z,2,1,5,32,7.15,1005.2,5.056999,259,8.520004,263.799805,73.69999999999999,16.94,66.5,1675209600,3
testing,2023-02-01T00:00:00Z,2,1,3,32,7.15,1005.7,4.953003,268.799805,9.119995,261.899902,73.75,11.625,14.25,1675209600,3
testing,2023-02-01T00:00:00Z,2,1,6,32,7.4,1005.6,3.934002,267.399902,8.320007,265,73.3,12.34,55.625,1675209600,3
testing,2023-02-01T00:00:00Z,2,1,18,32,8.8,1008.2,3.181,265.399902,5.490997,258,77.94999999999999,13.165,144.25,1675209600,3
testing,2023-02-01T00:00:00Z,2,1,21,32,8.8,1009.1500000000001,3.488998,265.399902,6.237999,262.700195,78.30000000000001,8.3,75.25,1675209600,3
training,2023-02-02T00:00:00Z,2,2,14,33,11,1010,3.196999,279.600098,5.677002,267.899902,70.65,14.330000000000002,208,1675296000,4
training,2023-02-02T00:00:00Z,2,2,17,33,10.8,1010.1,5.753998,247.800049,8.210007,245.699951,71.9,15.355,205.875,1675296000,4
training,2023-02-02T00:00:00Z,2,2,5,33,7.95,1010.05,4.777,243.399902,6.862999,236.600098,80.35,13.585,19.625,1675296000,4
training,2023-02-02T00:00:00Z,2,2,22,33,10.75,1010.5,4.292999,256.700195,6.362,255.5,71.75,10.52,58.416666666666664,1675296000,4
training,2023-02-02T00:00:00Z,2,2,3,33,8.75,1009.2,3.569,270.600098,5.924004,263.299805,78.55000000000001,11.350000000000001,6.75,1675296000,4
training,2023-02-02T00:00:00Z,2,2,8,33,9.25,1010.5,2.555,261.200195,3.681,248.600098,80.35,21.265,226.25,1675296000,4
training,2023-02-02T00:00:00Z,2,2,4,33,8.45,1009.8,4.069,242.399902,6.125,238,78.5,15.215,7.25,1675296000,4
training,2023-02-02T00:00:00Z,2,2,20,33,10.55,1011.6,4.342003,253.899902,6.285004,251.600098,72.05000000000001,11.02,126.75,1675296000,4
training,2023-02-02T00:00:00Z,2,2,21,33,10.6,1010.55,4.598999,256.200195,7.444,242,71.7,13.235000000000001,130.75,1675296000,4
training,2023-02-02T00:00:00Z,2,2,2,33,8.8,1009.2,4.188004,260.600098,6.955002,266.5,77.65,13.285,12.125,1675296000,4
training,2023-02-02T00:00:00Z,2,2,18,33,10.5,1010.75,4.505997,247.699951,6.555,248.300049,72.3,15.615,204.5,1675296000,4
training,2023-02-02T00:00:00Z,2,2,13,33,11.05,1009.95,3.185001,266.700195,4.193001,262.200195,73.19999999999999,10.99,119.5,1675296000,4
training,2023-02-02T00:00:00Z,2,2,16,33,11.2,1010.45,5.465004,253.300049,8.740005,248.699951,71,14.48,159.58333333333334,1675296000,4
training,2023-02-02T00:00:00Z,2,2,11,33,10.649999999999999,1011.3,3.063,260.799805,4.416,252,76.25,15.85,109,1675296000,4
training,2023-02-02T00:00:00Z,2,2,7,33,8.600000000000001,1010.25,3.304001,253.699951,5.511002,241.100098,81.75,14.3,242.875,1675296000,4
training,2023-02-02T00:00:00Z,2,2,6,33,7.85,1009.9000000000001,3.744999,233.800049,5.429001,226.800049,82.3,10.875,56.125,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,0,33,8.8,1009.1,3.409,276,6.223999,271.600098,79.6,14.120000000000001,31,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,1,33,8.8,1009.2,3.633999,263.299805,5.574997,268.299805,78.19999999999999,13.16,13.125,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,9,33,9.65,1010.8,3.587002,248.600098,4.761002,242.399902,79.3,21.475,180.33333333333334,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,10,33,10.25,1011.2,3.050999,262.600098,4.652,253.5,77.5,20.925,216.375,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,12,33,10.95,1010.45,2.221001,261.899902,3.473999,252.100098,74.4,12.54,176.75,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,15,33,11.1,1010.15,3.983002,267.700195,6.213997,262.799805,69.69999999999999,14.870000000000001,117.625,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,19,33,10.55,1011.4,4.666,243,6.530998,237.100098,71.95,11.41,123.625,1675296000,4
testing,2023-02-02T00:00:00Z,2,2,23,33,10.7,1011.7,3.021999,248.100098,4.362999,250.800049,73,7.300000000000001,41.75,1675296000,4
training,2023-02-03T00:00:00Z,2,3,19,34,10.3,1019.45,1.743,269.899902,3.319,261.600098,74.4,13.925,230.375,1675382400,5
training,2023-02-03T00:00:00Z,2,3,2,34,10.25,1011.4,4.595001,248.699951,7.129997,235.300049,77.85,13.54,5.625,1675382400,5
training,2023-02-03T00:00:00Z,2,3,7,34,10.25,1012.9,4.208,257.200195,6.697998,254.300049,80.15,15.345,130.375,1675382400,5
training,2023-02-03T00:00:00Z,2,3,1,34,10.6,1011.7,4.741997,261.700195,7.536003,254.899902,75.85,13.98,10.5,1675382400,5
training,2023-02-03T00:00:00Z,2,3,14,34,12.8,1017.6,2.993999,262.700195,4.777,264.200195,77.05,10.82,117.375,1675382400,5
training,2023-02-03T00:00:00Z,2,3,4,34,10.1,1012,4.842003,246,6.752998,236.699951,79.44999999999999,13.575,8.625,1675382400,5
training,2023-02-03T00:00:00Z,2,3,3,34,10.05,1011.1,5.102997,248.399902,7.831001,241.399902,78.95,16.04,7.75,1675382400,5
training,2023-02-03T00:00:00Z,2,3,20,34,10.25,1020.35,2.316002,261,4.408997,255,74.44999999999999,12.875,202.33333333333331,1675382400,5
training,2023-02-03T00:00:00Z,2,3,0,34,10.7,1011.1,4.703003,252.300049,7.666,256.600098,74.7,6.790000000000001,105.625,1675382400,5
training,2023-02-03T00:00:00Z,2,3,17,34,11.2,1019.15,1.651001,283.299805,2.881001,265.799805,76.55,15.91,127.375,1675382400,5
training,2023-02-03T00:00:00Z,2,3,5,34,10.05,1012.3499999999999,5.261002,248.899902,7.389,240.899902,80.3,14.200000000000001,16.75,1675382400,5
training,2023-02-03T00:00:00Z,2,3,10,34,10.75,1016.5,3.036999,268.100098,4.965004,260.200195,81.7,15.425,118.75,1675382400,5
training,2023-02-03T00:00:00Z,2,3,9,34,10.6,1015.5,2.882999,266.100098,4.749001,266.200195,81.05,23.18,118.08333333333333,1675382400,5
training,2023-02-03T00:00:00Z,2,3,23,34,10.2,1020.9,1.879,222.300049,2.757,207.300049,76.1,17.310000000000002,92.25,1675382400,5
training,2023-02-03T00:00:00Z,2,3,8,34,10.3,1013.55,2.390999,276.899902,4.303001,262.600098,80.65,18.945,175.875,1675382400,5
training,2023-02-03T00:00:00Z,2,3,16,34,11.65,1018.5,2.917999,265.5,4.708,267.299805,77.35,17.925,198,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,6,34,10.35,1012.6,3.93,248.699951,5.764999,249.699951,80.05,11.6,50.375,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,11,34,11.399999999999999,1016.55,3.424999,249.699951,5.352997,246.199951,80.6,14.23,162,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,12,34,12.6,1017,4.113998,271.100098,6.861,266.299805,78.30000000000001,15.670000000000002,116.25,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,13,34,13.350000000000001,1017,3.325001,280,6.031998,272.700195,76.05000000000001,16.955000000000002,116.5,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,15,34,12.45,1017.8,2.300999,281.399902,3.612,279.700195,76.9,13.55,137.5,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,18,34,10.6,1018.95,1.597,266,2.366001,263.299805,76,17.905,134.625,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,21,34,10.3,1020.4000000000001,3.011002,258.399902,4.689003,252.699951,74.7,18.25,163.125,1675382400,5
testing,2023-02-03T00:00:00Z,2,3,22,34,10.25,1020.75,0.949,251,1.707001,230,75.65,14.91,87.625,1675382400,5
training,2023-02-04T00:00:00Z,2,4,0,35,9.9,1021.8,0.566,243.300049,1.226999,234.100098,77,17.9,93.375,1675468800,6
training,2023-02-04T00:00:00Z,2,4,9,35,9.55,1023.25,1.32,243.800049,1.778999,245.300049,74.55,13.260000000000002,187.83333333333331,1675468800,6
training,2023-02-04T00:00:00Z,2,4,21,35,9.15,1025.3,2.592999,279.200195,4.164001,281.399902,75.6,14.835,89.125,1675468800,6
training,2023-02-04T00:00:00Z,2,4,14,35,10.149999999999999,1022.6,3.637001,238.100098,4.836998,229,72.7,14.715,143.125,1675468800,6
training,2023-02-04T00:00:00Z,2,4,3,35,9.649999999999999,1021.55,2.575001,235.600098,3.264999,223.5,77.9,14.725000000000001,33.875,1675468800,6
training,2023-02-04T00:00:00Z,2,4,17,35,9.3,1023.3499999999999,2.917,219.800049,3.438999,212.699951,77.30000000000001,28.255000000000003,126.75,1675468800,6
training,2023-02-04T00:00:00Z,2,4,6,35,9.55,1022,3.375999,237.600098,4.785004,232.100098,79.15,13.4,26,1675468800,6
training,2023-02-04T00:00:00Z,2,4,7,35,9.55,1022.55,2.040001,246.399902,3.414001,242.199951,78.2,12.100000000000001,79.25,1675468800,6
training,2023-02-04T00:00:00Z,2,4,13,35,10.149999999999999,1022.65,2.596001,240.5,3.224998,239.899902,71.25,14.82,176.625,1675468800,6
training,2023-02-04T00:00:00Z,2,4,10,35,9.649999999999999,1023.8,3.479,243.5,4.767998,238,72.85,14.57,112.625,1675468800,6
training,2023-02-04T00:00:00Z,2,4,12,35,10.2,1023.05,2.646,234.199951,3.495998,234.5,70.2,16.130000000000003,143.125,1675468800,6
training,2023-02-04T00:00:00Z,2,4,20,35,9.45,1024.3,1.704,217.5,2.054001,202.899902,78.95,10.934999999999999,104.625,1675468800,6
training,2023-02-04T00:00:00Z,2,4,16,35,9.600000000000001,1023.3,2.609001,238.699951,3.841,234.399902,76.3,14.125,163,1675468800,6
training,2023-02-04T00:00:00Z,2,4,2,35,9.7,1021.6500000000001,2.463001,240.300049,3.042999,231.800049,77.4,15.755,22.25,1675468800,6
training,2023-02-04T00:00:00Z,2,4,19,35,9.3,1024.05,2.103001,261.100098,3.773998,253.199951,77.55,21.42,155.125,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,1,35,9.7,1021.7,1.604,234,1.921,217.5,77.15,17.935,67.125,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,4,35,9.55,1021.25,2.487999,218.600098,3.466999,216.100098,78.55000000000001,15.91,21.5,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,5,35,9.5,1021.65,2.696999,218,3.252998,211.199951,79,13.65,21.25,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,8,35,9.4,1023.05,1.979,257.700195,3.598999,257.5,76.45,16.71,68.875,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,11,35,10,1023.4000000000001,2.623001,241.699951,3.629002,234.199951,71.35,16.825,192.5,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,15,35,9.9,1022.3,2.576,229.100098,4.012001,217.800049,74.6,11.68,293,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,18,35,9.1,1024,1.031,189.5,1.254999,188.100098,77.4,15.16,123.75,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,22,35,8.65,1026.6,1.882999,0,3.353001,311.399902,74,12.280000000000001,73.5,1675468800,6
testing,2023-02-04T00:00:00Z,2,4,23,35,8.1,1026.9,3.464001,309.200195,4.929001,306.399902,68.9,15.36,71.625,1675468800,6
training,2023-02-05T00:00:00Z,2,5,16,36,9.2,1032.45,1.051001,161.100098,1.587,161.800049,52.150000000000006,15.190000000000001,150.625,1675555200,7
training,2023-02-05T00:00:00Z,2,5,9,36,3.8,1034.15,1.229,22.410004,1.778999,11.029999,70,30.97,49.75,1675555200,7
training,2023-02-05T00:00:00Z,2,5,10,36,5.800000000000001,1034.15,0.86,320.200195,1.233999,306.5,64.55,16.9,78.375,1675555200,7
training,2023-02-05T00:00:00Z,2,5,15,36,9.9,1032.3000000000002,1.212999,204.800049,1.393,189.800049,51.95,16.09,115.875,1675555200,7
training,2023-02-05T00:00:00Z,2,5,14,36,9.6,1033.2,1.862,190.399902,2.471001,180.699951,52.95,14.030000000000001,130.75,1675555200,7
training,2023-02-05T00:00:00Z,2,5,19,36,4.75,1032.9,0.572001,221.800049,1.184999,237.100098,67.6,37.230000000000004,87.875,1675555200,7
training,2023-02-05T00:00:00Z,2,5,20,36,3.85,1032.9,0.329,267.600098,0.864,260.200195,70.75,42.115,73.375,1675555200,7
training,2023-02-05T00:00:00Z,2,5,12,36,8.25,1033.75,0.388,353.299805,0.751,15.520004,56.3,13.865,148.25,1675555200,7
training,2023-02-05T00:00:00Z,2,5,2,36,4.9,1029.5500000000002,1.735001,284.600098,2.769001,292.299805,68.55,12.48,29.125,1675555200,7
training,2023-02-05T00:00:00Z,2,5,8,36,3.15,1035.05,0.907,0,1.586,220.300049,70.35,14.615,34,1675555200,7
training,2023-02-05T00:00:00Z,2,5,1,36,5.4,1028.25,2.077,312.5,3.382999,301.799805,68.05,14.190000000000001,38.125,1675555200,7
training,2023-02-05T00:00:00Z,2,5,17,36,7.6,1032.2,1.617001,222,2.500999,212.300049,56.95,14.295,102.625,1675555200,7
training,2023-02-05T00:00:00Z,2,5,5,36,4,1032.4,1.124001,293.600098,2.576,291.5,69.94999999999999,13.04,9.75,1675555200,7
training,2023-02-05T00:00:00Z,2,5,11,36,7,1033.8,0.647,326.799805,1.099001,325.100098,59.6,12.120000000000001,117,1675555200,7
training,2023-02-05T00:00:00Z,2,5,6,36,3.65,1033.2,0.767,235.600098,1.441,279,70.25,16.700000000000003,18.875,1675555200,7
training,2023-02-05T00:00:00Z,2,5,21,36,3.25,1032.9,1.433001,144.600098,2.446999,132.399902,73.25,29.964999999999996,79.875,1675555200,7
training,2023-02-05T00:00:00Z,2,5,3,36,4.8,1030.6999999999998,1.895,301.299805,3.185001,296.299805,67.80000000000001,13.48,22.5,1675555200,7
training,2023-02-05T00:00:00Z,2,5,7,36,3.3,1033.9,0.651,137,0.485,324.200195,70.95,16.775,21.75,1675555200,7
training,2023-02-05T00:00:00Z,2,5,13,36,8.9,1033.65,1.319,212.399902,1.605,190.5,54.5,15.96,130.25,1675555200,7
training,2023-02-05T00:00:00Z,2,5,18,36,6.1,1033.1,0.355,0,0.508,211.399902,62.25,32.22,105.5,1675555200,7
testing,2023-02-05T00:00:00Z,2,5,0,36,6.1,1028,2.097,309.100098,3.18,299.600098,67.6,11.59,57.25,1675555200,7
testing,2023-02-05T00:00:00Z,2,5,4,36,4.550000000000001,1031.3,2.283001,306.399902,4.002998,309.700195,67.9,16.505,10.375,1675555200,7
testing,2023-02-05T00:00:00Z,2,5,22,36,2.4000000000000004,1032.5,0.231,0,0.761,293.299805,75.6,23.9,46.25,1675555200,7
testing,2023-02-05T00:00:00Z,2,5,23,36,1.7,1032.8,1.561001,233.600098,1.885,238.399902,76.7,35.86,33.5,1675555200,7
training,2023-02-06T00:00:00Z,2,6,17,37,7.45,1026.4,1.013,194.399902,1.697001,194.5,64.55,24.515,158.75,1675641600,1
training,2023-02-06T00:00:00Z,2,6,2,37,-0.35,1031.45,0.959,210.5,1.413,238.899902,81.9,20.465,5.125,1675641600,1
training,2023-02-06T00:00:00Z,2,6,5,37,0.44999999999999996,1030.25,3.145,236.800049,4.560997,221.300049,80.95,16.12,17.5,1675641600,1
training,2023-02-06T00:00:00Z,2,6,1,37,-0.2,1031.75,0.365,0,1.323,267,81.1,31.415,11.25,1675641600,1
training,2023-02-06T00:00:00Z,2,6,16,37,9.350000000000001,1026.25,2.313999,246.699951,3.417,238.600098,57.6,25.040000000000003,133.625,1675641600,1
training,2023-02-06T00:00:00Z,2,6,10,37,5.4,1028.1,1.089001,273.100098,1.836,257.200195,69.05,28.375,120.875,1675641600,1
training,2023-02-06T00:00:00Z,2,6,14,37,10.75,1025.75,1.555,211.600098,1.944,204.899902,53.9,16.875,101.375,1675641600,1
training,2023-02-06T00:00:00Z,2,6,4,37,0.05,1030.5,1.773001,244.399902,2.785,224.600098,82.30000000000001,19.095,3,1675641600,1
training,2023-02-06T00:00:00Z,2,6,7,37,0.55,1029.85,2.837002,227.300049,4.176003,216.899902,79.75,45.925,139.75,1675641600,1
training,2023-02-06T00:00:00Z,2,6,22,37,2.3,1026.1,0.557,278.5,1.132999,258.399902,76,42.195,53.375,1675641600,1
training,2023-02-06T00:00:00Z,2,6,19,37,4.9,1025.6999999999998,1.401001,216.399902,2.185001,202.300049,70.69999999999999,29.345,103.875,1675641600,1
training,2023-02-06T00:00:00Z,2,6,9,37,2.3,1028.85,1.894001,245.300049,2.532001,231.300049,75.85,40.900000000000006,136.625,1675641600,1
training,2023-02-06T00:00:00Z,2,6,18,37,5.8,1026.35,0.714,229.399902,1.687,216,68.69999999999999,30.565,137.375,1675641600,1
training,2023-02-06T00:00:00Z,2,6,15,37,10.8,1025.35,1.979,233.899902,2.873001,235.399902,53.35,12.83,105.375,1675641600,1
training,2023-02-06T00:00:00Z,2,6,23,37,1.4,1026.4,0.379,0,0.275,122.300049,77,18.68,29.375,1675641600,1
training,2023-02-06T00:00:00Z,2,6,0,37,0.1,1031.5,1.028999,252.899902,2.045002,240,79.5,21.98,20.375,1675641600,1
training,2023-02-06T00:00:00Z,2,6,12,37,9.3,1028.25,1.266001,274.899902,1.837999,261.899902,53.95,16.665,117.125,1675641600,1
training,2023-02-06T00:00:00Z,2,6,6,37,0.4,1029.8,2.255001,250.5,2.956001,234,80.1,32.765,59.75,1675641600,1
training,2023-02-06T00:00:00Z,2,6,13,37,9.85,1026.85,1.899,237.399902,2.098999,222.399902,54.55,16.505,114,1675641600,1
testing,2023-02-06T00:00:00Z,2,6,3,37,-0.4,1031.3000000000002,0.721,232.399902,0.792,221.199951,82.7,31.04,7,1675641600,1
testing,2023-02-06T00:00:00Z,2,6,8,37,0.9,1029.35,2.395,241.399902,3.594002,221.800049,78.3,33.425,165.25,1675641600,1
testing,2023-02-06T00:00:00Z,2,6,11,37,8.149999999999999,1028.0500000000002,0.992,149.399902,1.337999,145,58,21.060000000000002,148.25,1675641600,1
testing,2023-02-06T00:00:00Z,2,6,20,37,4.4,1025.6,1.049999,249.600098,2.075001,236.899902,72.75,25.755,81.5,1675641600,1
testing,2023-02-06T00:00:00Z,2,6,21,37,3.5999999999999996,1025.95,1.539,245.899902,2.646999,247.899902,73.5,40.635000000000005,66.875,1675641600,1
training,2023-02-07T00:00:00Z,2,7,4,38,1.45,1025.35,0.876,140.600098,1.287001,171.899902,82.05000000000001,21.16,5.625,1675728000,2
training,2023-02-07T00:00:00Z,2,7,0,38,0.4,1026.2,0.617,191.399902,1.097,242.699951,79.2,8.17,20.875,1675728000,2
training,2023-02-07T00:00:00Z,2,7,15,38,13.15,1023.75,0.944,135.199951,1.305,123.300049,59.150000000000006,19.53,277.875,1675728000,2
training,2023-02-07T00:00:00Z,2,7,17,38,10.6,1024.3000000000002,1.924,42.039978,2.924999,39.549988,65.25,16.385,251.625,1675728000,2
training,2023-02-07T00:00:00Z,2,7,22,38,5.7,1024.8,0.415,0,1.445,204,76.85,30.645,112,1675728000,2
training,2023-02-07T00:00:00Z,2,7,19,38,8.75,1025.1,0.393,0,0.662,95.5,70.19999999999999,40.57,120,1675728000,2
training,2023-02-07T00:00:00Z,2,7,7,38,4.25,1025.0500000000002,0.627,227.5,1.226,249.699951,80.19999999999999,29.119999999999997,143.125,1675728000,2
training,2023-02-07T00:00:00Z,2,7,11,38,9.75,1025.4,1.739,212.399902,1.962,198.5,68.6,16.855,132.625,1675728000,2
training,2023-02-07T00:00:00Z,2,7,14,38,12.95,1023.65,1.019001,237.5,1.401001,232.899902,60.3,18.9,140.375,1675728000,2
training,2023-02-07T00:00:00Z,2,7,12,38,11,1025.0500000000002,2.171001,209.399902,2.5,205.300049,65.5,14.695,112,1675728000,2
training,2023-02-07T00:00:00Z,2,7,8,38,4.300000000000001,1025.3,0.639,265.600098,1.655001,257.799805,79.75,58.15,230.125,1675728000,2
training,2023-02-07T00:00:00Z,2,7,9,38,5.050000000000001,1025.65,0.767,269.899902,1.424999,265.600098,79.05,47.775,153.75,1675728000,2
training,2023-02-07T00:00:00Z,2,7,1,38,0.05,1025.85,0.569,12.789993,0.894,321.899902,80.55000000000001,36.09,3.875,1675728000,2
training,2023-02-07T00:00:00Z,2,7,3,38,0.5,1025.9,0.652,248.399902,1.391001,230,82.15,25.07,3.375,1675728000,2
training,2023-02-07T00:00:00Z,2,7,2,38,0.05,1026.1,0.977,251.899902,1.881001,241.100098,81.35,21.92,7,1675728000,2
training,2023-02-07T00:00:00Z,2,7,5,38,2.45,1025.2,0.893,229,1.507999,238,81.9,24.64,17.125,1675728000,2
training,2023-02-07T00:00:00Z,2,7,23,38,4.8,1024.1,0.44,271.700195,1.106001,247.5,78.2,14.379999999999999,48.375,1675728000,2
training,2023-02-07T00:00:00Z,2,7,21,38,7.050000000000001,1025.15,0.53,230.899902,0.872,244.199951,74.5,41.705,80.5,1675728000,2
training,2023-02-07T00:00:00Z,2,7,10,38,7.55,1026.05,0.485,19.589996,0.648,329.799805,73.9,23.415,129.125,1675728000,2
training,2023-02-07T00:00:00Z,2,7,6,38,3.45,1025.25,1.174,273.700195,1.769001,253.5,81.44999999999999,18.675,58.375,1675728000,2
testing,2023-02-07T00:00:00Z,2,7,13,38,12.100000000000001,1024.3,0.951,273,1.117001,259,62.4,16.015,138.125,1675728000,2
testing,2023-02-07T00:00:00Z,2,7,16,38,12.649999999999999,1023.6,1.361,138.399902,2.179001,128.100098,59.349999999999994,21.255,132.125,1675728000,2
testing,2023-02-07T00:00:00Z,2,7,18,38,9.399999999999999,1024.85,0.789,119.400024,1.417999,100.199951,68.15,22.23,136,1675728000,2
testing,2023-02-07T00:00:00Z,2,7,20,38,8.15,1025.4,0.433,103.5,0.575,120.5,72.1,34.725,95.25,1675728000,2
