set,date,month,day,hour,day_julian,temp,airpres,ws_10m,wd_10m,ws_24m,wd_24m,hum,value,density,date_unix,weekday
training,2023-08-12T00:00:00Z,8,12,19,224,20.049999999999997,996.8,3.360001,228.800049,5.703003,226,61.5,19.665,158,1691798400,6
training,2023-08-12T00:00:00Z,8,12,18,224,21.2,996.7,4.137001,233.699951,7.521004,224.699951,60,18.91,99.75,1691798400,6
training,2023-08-12T00:00:00Z,8,12,0,224,16.299999999999997,1000.4,1.344,250.899902,1.999001,235.199951,70.69999999999999,15.025,28.875,1691798400,6
training,2023-08-12T00:00:00Z,8,12,10,224,19.65,996.85,4.188004,201.899902,5.596001,197,70.05000000000001,18.905,153.125,1691798400,6
training,2023-08-12T00:00:00Z,8,12,2,224,16.1,998.9,2.545002,200.699951,3.786999,194.300049,72.1,12.62,11.75,1691798400,6
training,2023-08-12T00:00:00Z,8,12,9,224,19,997.65,3.909,199.199951,5.540001,189,71.80000000000001,19.78,92.875,1691798400,6
testing,2023-08-12T00:00:00Z,8,12,3,224,16.1,998.2,2.264999,201.600098,3.223999,195.899902,72.85,12.705,6.875,1691798400,6
testing,2023-08-12T00:00:00Z,8,12,8,224,17.6,997.6,4.146004,211.800049,5.626999,190,74.85,15.07,77.375,1691798400,6
testing,2023-08-12T00:00:00Z,8,12,14,224,22.65,996.35,4.866997,221.300049,5.927002,218.699951,64.75,16.175,108.5,1691798400,6
training,2023-08-13T00:00:00Z,8,13,0,225,16.6,997.8499999999999,3.574001,219.899902,4.957001,213.699951,74.75,16.16,31.75,1691884800,7
training,2023-08-13T00:00:00Z,8,13,17,225,20.05,998,2.908001,220.399902,3.348999,207.600098,59.5,19.475,91.25,1691884800,7
training,2023-08-13T00:00:00Z,8,13,2,225,15.75,997.1500000000001,2.189999,222.199951,3.167999,221.199951,76,11.775,15,1691884800,7
training,2023-08-13T00:00:00Z,8,13,14,225,20.85,998,3.047001,249.5,5.556999,233.300049,56.900000000000006,16.275,118.75,1691884800,7
training,2023-08-13T00:00:00Z,8,13,13,225,20.85,998,3.087002,244,4.481003,236.5,61.7,18.73,107,1691884800,7
training,2023-08-13T00:00:00Z,8,13,21,225,17.15,998.45,1.519001,208.899902,2.005001,199.600098,66.94999999999999,15.469999999999999,59.375,1691884800,7
training,2023-08-13T00:00:00Z,8,13,6,225,15.850000000000001,997.3,0.828,111.199951,1.151001,131.800049,76.8,14.53,24.625,1691884800,7
training,2023-08-13T00:00:00Z,8,13,3,225,15.6,997.1,2.101002,203.399902,2.932999,192.699951,76.1,12.46,7.5,1691884800,7
training,2023-08-13T00:00:00Z,8,13,8,225,18.2,998.1500000000001,2.449001,203,3.219002,193.899902,72.1,14.725,66.5,1691884800,7
training,2023-08-13T00:00:00Z,8,13,12,225,19.700000000000003,998.15,2.927002,229.800049,3.882999,223.699951,68.4,18.545,130,1691884800,7
training,2023-08-13T00:00:00Z,8,13,18,225,19.45,998.75,3.110001,219.600098,3.847,206.899902,60.7,16.07,95.125,1691884800,7
training,2023-08-13T00:00:00Z,8,13,9,225,19.15,998.4,3.471001,216.199951,4.733002,206.300049,68.6,15.295,120.25,1691884800,7
training,2023-08-13T00:00:00Z,8,13,4,225,15.4,997,1.868999,192.399902,2.827999,191.199951,76.45,12.535,12,1691884800,7
training,2023-08-13T00:00:00Z,8,13,11,225,20.2,997.5999999999999,3.309002,219.100098,4.137001,209.199951,68,17.759999999999998,110.625,1691884800,7
training,2023-08-13T00:00:00Z,8,13,23,225,16.65,998.2,1.475,205.399902,2.257,188.199951,71.4,14.75,26.875,1691884800,7
training,2023-08-13T00:00:00Z,8,13,16,225,20.4,998.4,2.423,233.899902,3.541,244.399902,57.55,14.755,98.75,1691884800,7
training,2023-08-13T00:00:00Z,8,13,10,225,18.5,998.2,2.243,240,3.611,225.800049,72.55000000000001,16.765,122.75,1691884800,7
training,2023-08-13T00:00:00Z,8,13,1,225,16,997.55,2.583,222.800049,3.625,213.199951,75.75,13.56,23.625,1691884800,7
testing,2023-08-13T00:00:00Z,8,13,5,225,15.45,997.05,1.705,207.800049,2.552002,196.5,76.75,10.67,12.5,1691884800,7
testing,2023-08-13T00:00:00Z,8,13,7,225,17.15,997.95,1.959,183.800049,2.613998,172.199951,74.85,12.11,24.125,1691884800,7
testing,2023-08-13T00:00:00Z,8,13,15,225,20.75,998.15,4.869003,231.899902,6.630997,229.100098,55.650000000000006,17.545,130.5,1691884800,7
testing,2023-08-13T00:00:00Z,8,13,19,225,18.25,998.8,1.987,216.899902,2.980999,212.399902,63.8,16.405,71.5,1691884800,7
testing,2023-08-13T00:00:00Z,8,13,20,225,17.6,999,2.219002,209.399902,2.747002,211.199951,65.05,17.91,67.875,1691884800,7
training,2023-08-14T00:00:00Z,8,14,4,226,15.149999999999999,995.7,1.555,169.399902,2.387001,156.5,81.2,14.48,17.625,1691971200,1
training,2023-08-14T00:00:00Z,8,14,1,226,15.55,996.8499999999999,1.537001,204.399902,2.192001,198.699951,77.85,14.21,8.25,1691971200,1
training,2023-08-14T00:00:00Z,8,14,7,226,16.05,995.05,1.021999,170.100098,1.285,172.399902,82.4,19.275,125.5,1691971200,1
training,2023-08-14T00:00:00Z,8,14,13,226,18.65,992.8,2.913002,175.699951,4.668999,168.800049,81.15,17.560000000000002,113.25,1691971200,1
training,2023-08-14T00:00:00Z,8,14,0,226,16.5,997.8499999999999,1.302999,185,1.952999,183.100098,73.35,12.285,7.25,1691971200,1
training,2023-08-14T00:00:00Z,8,14,3,226,15.2,995.9,1.947001,180.800049,2.895,165.800049,80.9,16.27,5.75,1691971200,1
training,2023-08-14T00:00:00Z,8,14,2,226,15.2,996.2,0.991,196.699951,1.489,177.399902,80,15.235,6,1691971200,1
training,2023-08-14T00:00:00Z,8,14,9,226,17.200000000000003,994.9,1.664,176.800049,2.93,159.800049,81.19999999999999,18.005000000000003,102.125,1691971200,1
training,2023-08-14T00:00:00Z,8,14,8,226,16.700000000000003,994.55,1.405001,172.399902,2.789001,160.199951,81.7,17.91,110,1691971200,1
training,2023-08-14T00:00:00Z,8,14,6,226,15.4,995.6500000000001,1.888,212.300049,2.805,193.899902,82.19999999999999,12.035,109,1691971200,1
training,2023-08-14T00:00:00Z,8,14,17,226,20.4,992.3,3.067001,193.399902,4.272003,179.399902,75.15,16.02,147.75,1691971200,1
training,2023-08-14T00:00:00Z,8,14,23,226,16.45,997.25,1.108,244.800049,2.139999,255.800049,76.44999999999999,14.75,20.375,1691971200,1
training,2023-08-14T00:00:00Z,8,14,20,226,16.65,995.55,2.356998,238.899902,3.670002,232.100098,77.6,12.915,69,1691971200,1
training,2023-08-14T00:00:00Z,8,14,14,226,20.1,992.3,3.137001,175.899902,4.773003,164.300049,79.35,16.885,169.625,1691971200,1
training,2023-08-14T00:00:00Z,8,14,12,226,18.200000000000003,993.3499999999999,2.074001,172.800049,3.413002,161.899902,81.2,14.065000000000001,121.375,1691971200,1
training,2023-08-14T00:00:00Z,8,14,5,226,15.1,995.6,1.667999,181.800049,2.632,164.199951,81.55,14.76,52.625,1691971200,1
training,2023-08-14T00:00:00Z,8,14,16,226,21.200000000000003,991.5999999999999,2.738998,168.300049,3.870998,164.5,74.94999999999999,15.385,140.625,1691971200,1
training,2023-08-14T00:00:00Z,8,14,11,226,17.75,994.1500000000001,2.331001,176.600098,3.889,160.899902,81.25,16.94,99.875,1691971200,1
training,2023-08-14T00:00:00Z,8,14,18,226,18.6,993.05,2.403,223.899902,3.866001,227.5,77.05000000000001,13.75,100,1691971200,1
training,2023-08-14T00:00:00Z,8,14,21,226,16.5,996.55,2.685001,230.100098,4.364998,242.300049,77.94999999999999,13.86,48.125,1691971200,1
training,2023-08-14T00:00:00Z,8,14,15,226,20.9,992.2,2.830002,179.5,4.530998,163.899902,76.55000000000001,15.365000000000002,126.5,1691971200,1
training,2023-08-14T00:00:00Z,8,14,19,226,17.45,994.9,1.854,235,2.913002,241.100098,77.25,14.745,73.75,1691971200,1
testing,2023-08-14T00:00:00Z,8,14,10,226,17.55,994.75,2.376999,183.800049,3.881001,166.800049,81.1,16.225,104.375,1691971200,1
training,2023-08-15T00:00:00Z,8,15,13,227,22.75,1002.65,2.036999,287.700195,2.784,288.399902,55.05,18.415,139.625,1692057600,2
training,2023-08-15T00:00:00Z,8,15,19,227,19.55,1005.5,1.211,287.799805,2.208,283.600098,63.9,15.81,86,1692057600,2
training,2023-08-15T00:00:00Z,8,15,20,227,17.9,1006.5,0.761,236.199951,1.934999,264.799805,67.6,18.115000000000002,77.875,1692057600,2
training,2023-08-15T00:00:00Z,8,15,23,227,14.55,1008,0.667,222.399902,1.539,246.800049,75.35,14.41,21.5,1692057600,2
training,2023-08-15T00:00:00Z,8,15,9,227,20.5,1002.0999999999999,1.646,0,2.556999,280.600098,65.75,20.305,105,1692057600,2
training,2023-08-15T00:00:00Z,8,15,15,227,22.55,1003.65,2.247002,285.299805,3.798,279.100098,57.099999999999994,22.564999999999998,140.125,1692057600,2
training,2023-08-15T00:00:00Z,8,15,10,227,21.6,1001.95,1.646999,265.899902,2.821999,275.700195,60.85,20.455,126.875,1692057600,2
training,2023-08-15T00:00:00Z,8,15,21,227,16.5,1007.05,0.69,276.700195,1.122999,272.700195,70.7,15.45,61.125,1692057600,2
training,2023-08-15T00:00:00Z,8,15,8,227,18.4,1001.65,1.254999,242.199951,2.500999,255.5,72.65,14.415,110.75,1692057600,2
training,2023-08-15T00:00:00Z,8,15,18,227,21.1,1005.4000000000001,1.287001,298.600098,1.931999,289.799805,59.85,19.305,89.875,1692057600,2
training,2023-08-15T00:00:00Z,8,15,2,227,15.6,997.5,0.935,257.100098,1.687,255.300049,76.65,14.8,3.25,1692057600,2
training,2023-08-15T00:00:00Z,8,15,6,227,16.25,999.6,0.626,252.800049,1.004,252.399902,77.69999999999999,17.18,135,1692057600,2
training,2023-08-15T00:00:00Z,8,15,12,227,21.55,1003.05,2.470001,288.899902,3.789001,273.100098,59.2,19.915,118.25,1692057600,2
training,2023-08-15T00:00:00Z,8,15,11,227,22.2,1002.45,1.871,255.199951,3.241001,248.100098,59.3,16.385,129.625,1692057600,2
training,2023-08-15T00:00:00Z,8,15,5,227,15.05,999.6,1.704,237.600098,2.795002,252.800049,78.75,10.620000000000001,53.625,1692057600,2
training,2023-08-15T00:00:00Z,8,15,1,227,15.850000000000001,997.25,1.559,242.699951,2.528,244.800049,76.1,12.89,4.5,1692057600,2
training,2023-08-15T00:00:00Z,8,15,4,227,15.05,998.55,1.857,249.399902,2.923,240.5,78.65,13.51,15.5,1692057600,2
training,2023-08-15T00:00:00Z,8,15,17,227,21.2,1005.35,1.252001,251,2.075001,265.899902,59.5,16.98,119.875,1692057600,2
training,2023-08-15T00:00:00Z,8,15,3,227,15.149999999999999,998.55,0.688,227.899902,1.395,254.300049,77.8,11.795,5.625,1692057600,2
testing,2023-08-15T00:00:00Z,8,15,0,227,16,997.5,1.717001,250.699951,2.799,252.899902,76.1,14.96,8.5,1692057600,2
testing,2023-08-15T00:00:00Z,8,15,7,227,18.25,1001.0999999999999,1.499001,242.5,2.486,250.5,73.19999999999999,19.115000000000002,149.25,1692057600,2
testing,2023-08-15T00:00:00Z,8,15,14,227,23.35,1003.1,1.945,252.800049,3.429001,255.699951,54.75,18.895,169,1692057600,2
testing,2023-08-15T00:00:00Z,8,15,16,227,21.6,1004.95,1.764999,293.299805,2.665001,258.100098,58.95,17.66,156.75,1692057600,2
training,2023-08-16T00:00:00Z,8,16,15,228,22.75,1009.3499999999999,1.073,231,1.092001,239.100098,55.05,19.950000000000003,116.5,1692144000,3
training,2023-08-16T00:00:00Z,8,16,8,228,20.1,1008.75,0.991,344.700195,1.533001,347.899902,65.9,20.689999999999998,147.125,1692144000,3
training,2023-08-16T00:00:00Z,8,16,23,228,17.3,1010.5999999999999,0.608,54.169983,1.261,37.409973,73.44999999999999,19.935000000000002,28.375,1692144000,3
training,2023-08-16T00:00:00Z,8,16,6,228,15.899999999999999,1008.95,0.364,50.320007,0.279,168.5,77.95,20.36,109.375,1692144000,3
training,2023-08-16T00:00:00Z,8,16,3,228,13.05,1007.6500000000001,0.372,212,0.944,238.699951,80.45,15.725,3.25,1692144000,3
training,2023-08-16T00:00:00Z,8,16,19,228,21.45,1009.4000000000001,1.919001,22.079987,2.577999,13.399994,58.45,20.575,268.75,1692144000,3
training,2023-08-16T00:00:00Z,8,16,14,228,23.25,1009.75,1.389,331.700195,2.124001,329.899902,54.6,19.18,118.75,1692144000,3
training,2023-08-16T00:00:00Z,8,16,16,228,24.6,1009.1,2.027,15.25,2.567001,5.894997,51.8,26.55,190.75,1692144000,3
training,2023-08-16T00:00:00Z,8,16,1,228,13.6,1007.55,0.805,235.600098,1.717001,247.199951,78.19999999999999,10.585,7.125,1692144000,3
training,2023-08-16T00:00:00Z,8,16,11,228,21.200000000000003,1009.9000000000001,0.568,59.679993,1.247999,66.930054,60.8,17.07,120,1692144000,3
training,2023-08-16T00:00:00Z,8,16,9,228,21.3,1009.45,1.379999,31.820007,1.978001,36.190002,62.45,20.59,108.5,1692144000,3
training,2023-08-16T00:00:00Z,8,16,0,228,14,1007.6,0.975,268.299805,1.73,248.800049,77,14.895000000000001,10.875,1692144000,3
training,2023-08-16T00:00:00Z,8,16,21,228,19.15,1010.25,0.667,86.900024,1.167999,71.349976,68.4,20.695,53.75,1692144000,3
training,2023-08-16T00:00:00Z,8,16,13,228,24.4,1009.65,1.181999,247.300049,1.181999,237.800049,52.25,21.515,115.375,1692144000,3
training,2023-08-16T00:00:00Z,8,16,20,228,19.950000000000003,1009.5,0.914,82.300049,2.050999,73.130005,64.5,23.410000000000004,70.625,1692144000,3
training,2023-08-16T00:00:00Z,8,16,5,228,14.7,1009.05,0.405,140.100098,0.577,129.300049,78.65,16.825,51.375,1692144000,3
testing,2023-08-16T00:00:00Z,8,16,2,228,13.25,1007.75,0.479,255.300049,1.17,270.700195,79.1,15.95,4.625,1692144000,3
testing,2023-08-16T00:00:00Z,8,16,4,228,14.6,1008.45,0.345,167.399902,0.685,238.399902,79.4,12.665,18.75,1692144000,3
testing,2023-08-16T00:00:00Z,8,16,7,228,18.85,1008.95,0.647,307.299805,0.839,300.5,71.75,18.895,139.875,1692144000,3
testing,2023-08-16T00:00:00Z,8,16,10,228,20.5,1009.2,1.504999,11.440002,1.913,355.5,62.45,20.134999999999998,95.875,1692144000,3
testing,2023-08-16T00:00:00Z,8,16,12,228,22.05,1009.55,0.791,61.090027,1.075001,50.869995,59.45,21.07,105.625,1692144000,3
testing,2023-08-16T00:00:00Z,8,16,17,228,24.2,1008.9,1.27,323.200195,1.627001,321.600098,51.05,22.46,174.375,1692144000,3
testing,2023-08-16T00:00:00Z,8,16,18,228,23.299999999999997,1009.45,1.483,13.930008,1.948999,359.700195,53.15,26.23,113.375,1692144000,3
training,2023-08-17T00:00:00Z,8,17,5,229,16.75,1010,1.169001,44.840027,2.144001,44.039978,79.65,13.43,47.125,1692230400,4
training,2023-08-17T00:00:00Z,8,17,17,229,21.45,1008.05,2.497002,78.319946,5.100998,74.180054,58.85,16.875,194.625,1692230400,4
training,2023-08-17T00:00:00Z,8,17,7,229,17.4,1010.45,1.514999,73.660034,2.481998,83.199951,78.19999999999999,15.945,188.875,1692230400,4
training,2023-08-17T00:00:00Z,8,17,16,229,22.75,1008.1,3.02,70.790039,4.426003,79.719971,56.6,17.475,136.75,1692230400,4
training,2023-08-17T00:00:00Z,8,17,14,229,23.35,1008.6,2.098,58.98999,4.379997,78.76001,57.45,19.505000000000003,137,1692230400,4
training,2023-08-17T00:00:00Z,8,17,8,229,17.9,1010.4,1.827,92.699951,2.873001,96.800049,76.1,15.23,115,1692230400,4
training,2023-08-17T00:00:00Z,8,17,9,229,18.25,1010.75,1.927999,87.699951,3.220001,95,73.85,20.525,106.875,1692230400,4
training,2023-08-17T00:00:00Z,8,17,4,229,16.65,1010.1,1.277,44.840027,2.048,40.789978,79.65,18.585,20.875,1692230400,4
training,2023-08-17T00:00:00Z,8,17,23,229,16.35,1008.3,1.577999,63.970032,3.606998,66.369995,73.4,12.155000000000001,39,1692230400,4
training,2023-08-17T00:00:00Z,8,17,2,229,16.15,1010.8,1.131001,21.019989,1.497999,18.850006,79.3,13.65,1.75,1692230400,4
training,2023-08-17T00:00:00Z,8,17,18,229,19.6,1008.1,2.571999,91.900024,3.969002,73.310059,62.65,14.27,124.625,1692230400,4
training,2023-08-17T00:00:00Z,8,17,10,229,19.2,1010.35,1.257,76.829956,3.508999,88.699951,71.15,18.93,173.375,1692230400,4
training,2023-08-17T00:00:00Z,8,17,15,229,23.35,1008.55,2.938,51.070007,5.903999,67.430054,56.25,19.005,169.25,1692230400,4
training,2023-08-17T00:00:00Z,8,17,13,229,22.5,1009.15,2.488998,66.410034,4.833,71.849976,60.349999999999994,18.48,110.5,1692230400,4
training,2023-08-17T00:00:00Z,8,17,3,229,16.4,1010.8,1.051001,32.309998,1.665001,32.940002,79.7,15.495000000000001,9.5,1692230400,4
training,2023-08-17T00:00:00Z,8,17,0,229,16.5,1010.45,0.985,38.890015,1.604,34.52002,76.25,17.62,15.875,1692230400,4
training,2023-08-17T00:00:00Z,8,17,11,229,20.15,1010.0999999999999,2.224998,81.599976,4.238998,83.699951,67.5,16.985,119.875,1692230400,4
training,2023-08-17T00:00:00Z,8,17,19,229,18.25,1008.65,2.138,93.300049,3.473999,86.300049,65.85,16.97,92.125,1692230400,4
training,2023-08-17T00:00:00Z,8,17,12,229,21.25,1009.75,1.919001,68.560059,4.301003,72.800049,63.65,17.745,119,1692230400,4
testing,2023-08-17T00:00:00Z,8,17,1,229,16.1,1010.75,0.671,334.5,1.108999,335.799805,78.30000000000001,17.375,8,1692230400,4
testing,2023-08-17T00:00:00Z,8,17,6,229,16.950000000000003,1010.05,1.305,57.799988,2.521,61.460022,79.44999999999999,13.205,121.875,1692230400,4
testing,2023-08-17T00:00:00Z,8,17,20,229,17.3,1008.65,1.490999,51.289978,2.993,67.859985,68,14.350000000000001,72.625,1692230400,4
testing,2023-08-17T00:00:00Z,8,17,21,229,16.85,1008.7,1.694,64.26001,2.931,67.449951,70.15,15.945,52,1692230400,4
training,2023-08-18T00:00:00Z,8,18,23,230,17.05,995.25,0.945,96.599976,1.903,106,82.05000000000001,17.855,44.375,1692316800,5
training,2023-08-18T00:00:00Z,8,18,5,230,15.55,1005.95,1.924999,53.73999,2.997002,54.349976,74.65,15.209999999999999,54.625,1692316800,5
training,2023-08-18T00:00:00Z,8,18,13,230,18.549999999999997,1002.5,1.796,59.98999,3.470001,71.569946,78.9,17.015,121,1692316800,5
training,2023-08-18T00:00:00Z,8,18,14,230,18.95,1001.7,1.886999,102.400024,3.918999,95.699951,77.4,16.810000000000002,140.25,1692316800,5
training,2023-08-18T00:00:00Z,8,18,18,230,19.200000000000003,999.25,1.583,57.289978,3.195,76.599976,75.65,17.759999999999998,105.375,1692316800,5
training,2023-08-18T00:00:00Z,8,18,0,230,16.15,1007.75,1.585001,59.130005,2.599998,60.890015,73.4,14.515,17.5,1692316800,5
training,2023-08-18T00:00:00Z,8,18,16,230,19.4,1000.4000000000001,2.022999,95.300049,4.392998,77.930054,75.65,17.935000000000002,131.375,1692316800,5
training,2023-08-18T00:00:00Z,8,18,19,230,18.95,998.75,1.593,63.220032,2.751999,79.099976,75.95,14.65,81,1692316800,5
training,2023-08-18T00:00:00Z,8,18,15,230,19.4,1000.8499999999999,2.292999,63.400024,3.842999,76.930054,76.1,19.064999999999998,143.875,1692316800,5
training,2023-08-18T00:00:00Z,8,18,7,230,15.4,1005.05,1.667999,50.190002,3.530998,63.359985,77.35,16.22,131.75,1692316800,5
training,2023-08-18T00:00:00Z,8,18,3,230,15.850000000000001,1006.9,1.267,68.670044,2.757,58.080017,73.25,10.445,6.875,1692316800,5
training,2023-08-18T00:00:00Z,8,18,9,230,16.35,1004.6500000000001,1.565001,72.26001,2.262001,62.940002,80.2,17.685000000000002,114.25,1692316800,5
training,2023-08-18T00:00:00Z,8,18,6,230,15.55,1004.9,1.804001,54.039978,2.862999,54.720032,75.1,15.625,112.375,1692316800,5
training,2023-08-18T00:00:00Z,8,18,1,230,16.05,1007.45,1.375999,65.699951,2.497002,65.619995,73.2,13.184999999999999,14.5,1692316800,5
training,2023-08-18T00:00:00Z,8,18,8,230,15.9,1005.05,1.441,72.560059,2.785999,65.47998,78.9,19.235,107.875,1692316800,5
training,2023-08-18T00:00:00Z,8,18,2,230,15.95,1007,1.988001,67.050049,3.477001,60.039978,73.1,8.68,7,1692316800,5
training,2023-08-18T00:00:00Z,8,18,20,230,18.45,998.5,1.332001,77.76001,3.303001,72.73999,76.6,13.905000000000001,71.625,1692316800,5
training,2023-08-18T00:00:00Z,8,18,11,230,17.15,1003.8,1.076,96,1.927999,77.420044,81.9,19.655,109.75,1692316800,5
training,2023-08-18T00:00:00Z,8,18,17,230,19.4,999.45,1.535,102.099976,3.184002,82.599976,75.55,14.5,121.75,1692316800,5
testing,2023-08-18T00:00:00Z,8,18,4,230,15.649999999999999,1006.3,1.589001,67.050049,2.514999,69.77002,74.35,14.19,16.375,1692316800,5
testing,2023-08-18T00:00:00Z,8,18,10,230,16.6,1004.2,1.629,67.660034,3.163002,73.300049,81.6,17.28,125,1692316800,5
testing,2023-08-18T00:00:00Z,8,18,12,230,17.75,1002.4000000000001,1.122,76.290039,2.383999,70.550049,80.80000000000001,15.745000000000001,138.5,1692316800,5
testing,2023-08-18T00:00:00Z,8,18,21,230,17.35,997.45,1.312,88.800049,3.023998,88.599976,79.25,14.54,73,1692316800,5
training,2023-08-19T00:00:00Z,8,19,6,231,17.549999999999997,994.75,2.513,196.699951,4.184998,168.699951,79.4,14.775,34.5,1692403200,6
training,2023-08-19T00:00:00Z,8,19,4,231,17.85,993.3,3.118999,188.5,4.894997,184.600098,80.5,13.655000000000001,13.125,1692403200,6
training,2023-08-19T00:00:00Z,8,19,7,231,19.15,994.8,3.236,208.899902,5.237,184.399902,76.44999999999999,18.73,64.125,1692403200,6
training,2023-08-19T00:00:00Z,8,19,21,231,18.35,1003.7,3.018002,218,4.035004,218.100098,68.25,15.59,66.75,1692403200,6
training,2023-08-19T00:00:00Z,8,19,3,231,18.1,992.95,2.165001,184.5,3.045002,175.5,81.9,17.655,11.75,1692403200,6
training,2023-08-19T00:00:00Z,8,19,20,231,19.35,1002.95,2.313,225.899902,3.256001,204.5,65.8,15.03,86.375,1692403200,6
training,2023-08-19T00:00:00Z,8,19,18,231,21.6,1001.8,3.809002,224.800049,5.525002,222.5,57.95,15.535,138.25,1692403200,6
training,2023-08-19T00:00:00Z,8,19,5,231,17.200000000000003,994,2.574001,204,3.896,192.5,79.85,12.845,26.125,1692403200,6
training,2023-08-19T00:00:00Z,8,19,14,231,24.55,999.1,4.333,216.300049,5.762001,207.100098,59.05,19.64,168.125,1692403200,6
training,2023-08-19T00:00:00Z,8,19,8,231,20.35,995.25,3.587002,207.399902,4.233002,193.699951,73,16.950000000000003,78.25,1692403200,6
testing,2023-08-19T00:00:00Z,8,19,0,231,17.25,994.4,1.469999,78.660034,2.741001,96.099976,82.5,13.884999999999998,28.625,1692403200,6
testing,2023-08-19T00:00:00Z,8,19,1,231,17.6,994.05,1.809,140,2.853001,127.300049,83,13.465,19,1692403200,6
testing,2023-08-19T00:00:00Z,8,19,2,231,18.15,992.9,2.518002,150.5,3.838001,138.699951,83.05,14.895000000000001,9.5,1692403200,6
testing,2023-08-19T00:00:00Z,8,19,9,231,21.35,996.2,4.795998,216.600098,6.331001,204,68.6,16.685000000000002,103.25,1692403200,6
testing,2023-08-19T00:00:00Z,8,19,10,231,21.65,996.9000000000001,5.303001,216.899902,6.649002,204.600098,66.15,20.015,122.75,1692403200,6
